ProductID,Category,Sub-Category,ProductName,ProductID_Key
TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,309
OFF-PA-10001804,Office Supplies,Paper,Xerox 195,310
FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,311
OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",312
FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",313
TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),314
FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,315
FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",316
TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,317
FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,318
OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,319
OFF-AR-10001446,Office Supplies,Art,Newell 309,320
OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,321
OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,322
FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,323
TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,324
OFF-PA-10001972,Office Supplies,Paper,Xerox 214,325
TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,326
OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,327
OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,328
OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,329
FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,330
OFF-AR-10001177,Office Supplies,Art,Newell 349,331
OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,332
OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,333
OFF-AR-10003856,Office Supplies,Art,Newell 344,334
OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,335
OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",336
OFF-PA-10004888,Office Supplies,Paper,Xerox 217,337
OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,338
OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,339
OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,340
OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",341
FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,342
OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,343
OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,344
OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",345
FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,346
FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",347
FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,348
TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,349
TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,350
OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",351
FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,352
OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",353
OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,354
OFF-AR-10001955,Office Supplies,Art,Newell 319,355
FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,356
FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,357
TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,358
FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,359
FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",360
OFF-PA-10002960,Office Supplies,Paper,Xerox 1926,361
OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,362
FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",363
OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",364
OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,365
FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",366
OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",367
OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,368
OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,369
OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,370
OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,371
TEC-PH-10000141,Technology,Phones,Clearsounds A400,372
TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,373
OFF-PA-10004255,Office Supplies,Paper,Xerox 219,374
OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,375
TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),376
FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",377
FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,378
TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,379
OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,380
FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,381
OFF-FA-10002975,Office Supplies,Fasteners,Staples,382
TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,383
FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,384
FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",385
OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,386
OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",387
OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,388
FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",389
OFF-LA-10000248,Office Supplies,Labels,Avery 52,390
OFF-AR-10002255,Office Supplies,Art,Newell 346,391
TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,392
OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,393
OFF-LA-10000452,Office Supplies,Labels,Avery 488,394
FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,395
FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",396
OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",397
OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",398
OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",399
TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,400
FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,401
FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",402
FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,403
TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,404
TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,405
OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,406
FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,407
FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,408
FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,409
OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,410
OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",411
OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,412
OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",413
TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,414
TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,415
FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",416
OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,417
TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,418
TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,419
TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,420
FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",421
OFF-AR-10000940,Office Supplies,Art,Newell 343,422
OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,423
OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,424
OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,425
OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,426
FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",427
OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,428
OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,429
OFF-AP-10004249,Office Supplies,Appliances,Staple holder,430
OFF-AR-10000588,Office Supplies,Art,Newell 345,431
OFF-SU-10000946,Office Supplies,Supplies,Staple remover,432
FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,433
FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,434
FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,435
OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,436
TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,437
TEC-PH-10002834,Technology,Phones,Google Nexus 5,438
OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,439
OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,440
OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,441
OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",442
OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,443
FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",444
OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,445
TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,446
TEC-PH-10003691,Technology,Phones,BlackBerry Q10,447
FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,448
OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",449
OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",450
OFF-PA-10004451,Office Supplies,Paper,Xerox 222,451
FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,452
FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,453
OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",454
OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,455
TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,456
OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,457
OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,458
FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,459
TEC-PH-10000526,Technology,Phones,Vtech CS6719,460
OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,461
FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",462
OFF-LA-10002043,Office Supplies,Labels,Avery 489,463
OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",464
OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,465
OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,466
FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",467
OFF-AR-10004956,Office Supplies,Art,Newell 33,468
FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",469
OFF-LA-10003714,Office Supplies,Labels,Avery 510,470
OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,471
OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,472
OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,473
TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,474
OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",475
OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,476
FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",477
TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,478
FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,479
TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,480
OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,481
OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,482
OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,483
OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,484
OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,485
TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,486
OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,487
OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,488
OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,489
TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,490
FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",491
OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,492
FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,493
OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,494
OFF-AR-10000203,Office Supplies,Art,Newell 336,495
TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,496
FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,497
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,498
OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",499
OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,500
OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",501
FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",502
TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,503
TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,504
FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",505
OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",506
OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,507
OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",508
FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",509
OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,510
OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",511
OFF-PA-10003441,Office Supplies,Paper,Xerox 226,512
FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,513
OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",514
FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",515
FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",516
OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,517
FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,518
OFF-PA-10000130,Office Supplies,Paper,Xerox 199,519
TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,520
OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,521
OFF-AR-10003056,Office Supplies,Art,Newell 341,522
OFF-PA-10003953,Office Supplies,Paper,Xerox 218,523
TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,524
TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",525
OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,526
TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,527
TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,528
TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,529
FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",530
OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,531
OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",532
TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,533
OFF-PA-10000029,Office Supplies,Paper,Xerox 224,534
TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,535
TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,536
OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",537
OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,538
FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,539
OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,540
FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",541
OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",542
FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",543
OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,544
OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",545
TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,546
TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,547
TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,548
OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,549
FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",550
FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",551
OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,552
OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,553
OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",554
OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,555
TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,556
OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,557
OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,558
FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",559
FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",560
FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",561
OFF-PA-10000520,Office Supplies,Paper,Xerox 201,562
TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",563
TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,564
OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,565
TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,566
OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",567
TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,568
OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,569
OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,570
TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,571
OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,572
FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",573
OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",574
OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,575
OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,576
TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,577
OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,578
OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,579
OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,580
TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,581
OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,582
OFF-LA-10004093,Office Supplies,Labels,Avery 486,583
OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,584
FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,585
FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,586
TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,587
TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,588
TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",589
FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,590
OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,591
OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,592
FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,593
OFF-AR-10004999,Office Supplies,Art,Newell 315,594
OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",595
TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,596
OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,597
OFF-LA-10000414,Office Supplies,Labels,Avery 503,598
TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",599
OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,600
FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,601
FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",602
FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",603
FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",604
OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,605
OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,606
OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,607
TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,608
OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,609
OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,610
OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,611
FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,612
FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,613
TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,614
OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,615
TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,616
OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,617
TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,618
TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,619
OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",620
TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,621
